flux1:, 0.0, 349.12322601224
flux1:, 0.012, 118.05020258816
flux1:, 0.024, 92.1377409953017
flux1:, 0.036, 80.5033763507373
flux1:, 0.048, 74.9099971258197
flux1:, 0.06, 72.4373865904233
flux1:, 0.072, 71.2877330734213
flux1:, 0.084, 70.6736383136913
flux1:, 0.096, 70.5047246891498
flux1:, 0.108, 70.7602947997745
flux1:, 0.12, 71.2556519549925
flux1:, 0.132, 71.8333677767652
flux1:, 0.144, 72.4835327650658
flux1:, 0.156, 73.2244134240323
flux1:, 0.168, 74.0043387562486
flux1:, 0.18, 74.7643193143144
flux1:, 0.192, 75.5033964529859
flux1:, 0.204, 76.2356754295104
flux1:, 0.216, 76.9400015184533
flux1:, 0.228, 77.5879994388292
flux1:, 0.24, 78.1816400447872
flux1:, 0.252, 78.7324035383268
flux1:, 0.264, 79.2313875131196
flux1:, 0.276, 79.664506648744
flux1:, 0.288, 80.0363097680053
flux1:, 0.3, 80.3580350829909
flux1:, 0.312, 80.6279720089346
flux1:, 0.324, 80.840691170215
flux1:, 0.336, 81.0032872109432
flux1:, 0.348, 81.1278597120545
flux1:, 0.36, 81.2175743271794
flux1:, 0.372, 81.2725563748393
flux1:, 0.384, 81.3016560593897
flux1:, 0.396, 81.3174379196567
flux1:, 0.408, 81.3256842143434
flux1:, 0.42, 81.3291006270991
flux1:, 0.432, 81.3362802298443
flux1:, 0.444, 81.3584317060296
flux1:, 0.456, 81.400986367807
flux1:, 0.468, 81.4659068852509
flux1:, 0.48, 81.55865175593
flux1:, 0.492, 81.6862298438449
flux1:, 0.504, 81.850644231256
flux1:, 0.516, 82.0500905168393
flux1:, 0.528, 82.2845062932933
flux1:, 0.54, 82.5546103461116
flux1:, 0.552, 82.8569838068961
flux1:, 0.564, 83.1849088317433
flux1:, 0.576, 83.5329322064502
flux1:, 0.588, 83.8965327934642
flux1:, 0.6, 84.268418149778
flux1:, 0.612, 84.6392397787279
flux1:, 0.624, 85.0017063126378
flux1:, 0.636, 85.3509223929079
flux1:, 0.648, 85.6813434698731
flux1:, 0.66, 85.9870690196686
flux1:, 0.672, 86.2652726644583
flux1:, 0.684, 86.5167115066392
flux1:, 0.696, 86.7430698061726
flux1:, 0.708, 86.946538730683
flux1:, 0.72, 87.132199744051
flux1:, 0.732, 87.3082508353114
flux1:, 0.744, 87.4831713312805
flux1:, 0.756, 87.6644172594039
flux1:, 0.768000000000001, 87.8597987555908
flux1:, 0.78, 88.0774776638028
flux1:, 0.792000000000001, 88.3233683646481
flux1:, 0.804, 88.5996584480885
flux1:, 0.816000000000001, 88.9060124169095
flux1:, 0.828, 89.240354090669
flux1:, 0.840000000000001, 89.5975806928022
flux1:, 0.852, 89.9689895880759
flux1:, 0.864000000000001, 90.3443557233387
flux1:, 0.876000000000001, 90.714052334351
flux1:, 0.888000000000001, 91.0692279768871
