0 0.569059 1664.484404
0 0.583938 2058.577874
0 0.587471 265.711024
0 0.593166 827.769885
0 0.593410 2226.210713
0 0.618295 214095.108657
0 0.685578 63.713637
0 0.793562 544.194845
0 0.798538 221.693358
0 0.807544 233.175087
0 0.809596 195.534648
0.005 0.569036 -10434.786737
0.005 0.574850 2422.808170
0.005 0.583653 2373.236405
0.005 0.587342 267.985282
0.005 0.593201 1427.045023
0.005 0.593601 1808.355641
0.005 0.618430 108262.459601
0.005 0.683331 222.084192
0.005 0.688337 93.809115
0.005 0.788151 285.783894
0.005 0.793361 550.531350
0.005 0.797776 184.047654
0.005 0.807756 232.634186
0.005 0.809486 194.030084
0.01 0.568444 4269.126549
0.01 0.574265 2728.609499
0.01 0.582842 3255.086121
0.01 0.587208 256.303581
0.01 0.593240 1431.063051
0.01 0.594141 1977.295017
0.01 0.618830 45348.057694
0.01 0.677550 1422.886690
0.01 0.684425 855.402302
0.01 0.690912 -2344.256471
0.01 0.787587 242.072782
0.01 0.792796 569.572347
0.01 0.795830 106.298724
0.01 0.808345 238.296564
0.01 0.809163 184.810051
0.01 0.838680 77.181732
0.015 0.567334 1887.766687
0.015 0.573694 2633.731656
0.015 0.581605 4170.259191
0.015 0.587149 250.657401
0.015 0.589616 318.365031
0.015 0.593305 1340.742464
0.015 0.594844 2245.318155
0.015 0.619487 23832.119067
0.015 0.674498 580.829030
0.015 0.687774 -267.758274
0.015 0.791952 576.756119
0.015 0.804344 101.593502
0.015 0.808650 174.450776
0.015 0.809302 246.583230
0.015 0.838592 78.213059
0.02 0.565785 1264.456914
0.02 0.573280 3006.646362
0.02 0.580062 4565.100305
0.02 0.587112 246.285976
0.02 0.591514 354.648203
0.02 0.593450 1034.603328
0.02 0.595587 2595.704470
0.02 0.620385 14904.727830
0.02 0.670939 1513.621836
0.02 0.676223 610.136154
0.02 0.684592 977.735358
0.02 0.696446 -84.804737
0.02 0.786553 75.826658
0.02 0.790893 556.849213
0.02 0.805518 107.164313
0.02 0.808003 149.435073
0.02 0.810448 257.955289
0.02 0.839442 78.640594
0.025 0.564205 353.723772
0.025 0.573342 2454.287025
0.025 0.578307 4565.264395
0.025 0.587436 413.397027
0.025 0.592898 725.639518
0.025 0.596301 3005.337320
0.025 0.621504 10377.376203
0.025 0.664257 69.497811
0.025 0.785417 174.870535
0.025 0.789672 529.556319
0.025 0.806238 163.422708
0.025 0.808576 103.905929
0.025 0.811757 267.550048
0.025 0.840268 82.205006
0.03 0.561816 477.987435
0.03 0.572951 2580.755607
0.03 0.576401 4406.328477
0.03 0.587186 244.974559
0.03 0.593204 1411.053416
0.03 0.596961 3605.269256
0.03 0.622818 8046.965144
0.03 0.667505 -221.525733
0.03 0.685688 1839.531718
0.03 0.700046 51.448387
0.03 0.784232 98.300672
0.03 0.788336 501.239146
0.03 0.805507 176.646149
0.03 0.809881 106.485713
0.03 0.813171 276.921638
0.03 0.841378 81.509401
0.035 0.559472 1106.410760
0.035 0.572934 2746.336522
0.035 0.574383 4256.712818
0.035 0.587203 237.753309
