0	 0.576869629788697 0.584079047059477 0.591852708636787 0.592961569070159 0.618148539856832 0.684506003503817 0.685628615412573 0.793224675895381 0.797362593072352 0.807636920641194 0.807986580255029
0.005	 0.575069209871514 0.583753169758646 0.586768183101045 0.592958163310999 0.593155914073801 0.618282565451568 0.677990497716946 0.686008717065013 0.793027347116662 0.797564413904595 0.807936818887654
0.01	 0.568182337792336 0.574047606766895 0.582858429963177 0.586633021370358 0.59299700961368 0.593692382390102 0.61868177709885 0.679047526078211 0.684468860627548 0.690307187512172 0.792464677104345 0.794741697695451 0.807707909681591 0.808402734045264 0.838841403607517
0.015	 0.566906859061117 0.573580508251022 0.581545012759849 0.586685274673148 0.589563713634209 0.593039413244854 0.594396082941359 0.619336822774654 0.679492268465296 0.681949820695412 0.791609888427267 0.803875679936742 0.807216365851884 0.809283751929464 0.838859472363849
0.02	 0.573263588954977 0.57994778529968 0.58672007481776 0.591699165807292 0.593114944092305 0.595140437339718 0.620232016335645 0.671547092519373 0.678248263040358 0.68424960368043 0.686550125228931 0.700102447155227 0.790537165798112 0.806439979222867 0.810383580769348 0.839006608725684
0.025	 0.563783462162594 0.573206569332125 0.578156614229307 0.587121639739849 0.593026385027034 0.595857847299619 0.621347080109882 0.666619304537982 0.789308433292856 0.805497928437698 0.808273214105149 0.811667649555856 0.840175172445046
0.03	 0.57622722670678 0.586806717147923 0.593140856723476 0.596519633517258 0.622658322756032 0.663730124450132 0.684623680568599 0.787971083274444 0.804572791731625 0.813058514225854 0.841163286980368
0.035	 0.574194375981487 0.586803256117163 0.593234197279026 0.597116982751005 0.624140709024746 0.66797228168071 0.686774323780063 0.786558105646246 0.803518559046026 0.814524364587438 0.842300162477258
0.04	 0.555677855360302 0.572081601523784 0.586890246807941 0.5933322864222 0.597652264975356 0.625769633949358 0.655947729460266 0.690947603175577 0.785091350254634 0.802353014745687 0.816050056697421 0.843457941308868
0.045	 0.56990474570001 0.587014203569309 0.593439563121448 0.59813269370042 0.604370544474015 0.627521785434859 0.654207989268398 0.654476732005189 0.685075405189302 0.688498645883341 0.715030469862376 0.783584889093681 0.801107901182356 0.817625182044974 0.844838487918031
0.05	 0.551672717199776 0.567675987462048 0.587146475004103 0.593558127736957 0.598566996096644 0.629376681829684 0.685392051662938 0.719343452079623 0.782052245453271 0.799792412429798 0.819232029308344 0.846198273546745
0.055	 0.550500206644617 0.565404097616169 0.572999520959753 0.58724119051003 0.593688375096775 0.598963965205967 0.631316013222276 0.646576089161653 0.685452989251721 0.722537635678 0.780499729687293 0.798422641228438 0.82086561774823 0.847637182889068
0.06	 0.563095822927675 0.573117226650732 0.587324507405275 0.593830462799512 0.599331585184543 0.633323445972543 0.644191664092133 0.691688912561031 0.7258616398518 0.778932395863261 0.797010260833562 0.822521526587991 0.849142700127885
0.065	 0.560756597329976 0.573245315434326 0.587452387363591 0.593984207002703 0.59967678842122 0.635382043091298 0.639665741231467 0.685911592800983 0.690796032321034 0.729002707908646 0.777353738770882 0.795560891593145 0.824196380169961 0.850704133347743
0.07	 0.543342768066769 0.558390666271498 0.573579535505245 0.587833986232611 0.594149893915512 0.600005362388362 0.636618695904663 0.637468799062399 0.684740553333568 0.687340426124012 0.732191719311906 0.775767843587895 0.79408033516438 0.825885242491907 0.852278600132473
0.075	 0.556001446539879 0.587818614223055 0.594327308462309 0.600322056695002 0.633261859657847 0.635682346294697 0.639665222723762 0.691161537424835 0.735449763632968 0.738939177587099 0.77417620655473 0.792578013421515 0.827587092161619 0.853895670115804
0.08	 0.0549324123202309 0.537387157132839 0.553591792238293 0.573929238294476 0.588091453865636 0.59451645435876 0.600630740280627 0.629913212479462 0.630860184596826 0.6418936308186 0.687971222321447 0.738806096127977 0.741313183370214 0.772580511644492 0.791052005125707 0.829300663654777 0.855540330040203
0.085	 0.551163952868426 0.588232218323899 0.594717464233824 0.600934459168638 0.628508509227311 0.644143891427216 0.68929065775467 0.742075695699252 0.770982421550501 0.789512088648275 0.831023518300635 0.857216678729011
0.09	 0.0616871580853937 0.548719886566091 0.574296919031362 0.588355432629347 0.594930125247909 0.601235597649123 0.623205406509178 0.625854574933472 0.646415479962212 0.690685047648667 0.745407095700785 0.769382737340483 0.787958857274393 0.832755184014094 0.858916425617882
0.095	 0.0650868726969633 0.546261202800737 0.574552692918872 0.588546202435126 0.595154086735246 0.601535965878583 0.619763619239344 0.622299081240673 0.64870201415914 0.687599667013642 0.689880053232784 0.748692232590733 0.767781069673592 0.786392375846303 0.834494752847577 0.860629629703114
0.1	 0.0684655504362674 0.543789244520367 0.588866956362064 0.595388946116545 0.60183671892963 0.616826909993601 0.651002280380313 0.687534926181102 0.751951681877129 0.766181210771323 0.784815976564588 0.836241418681541 0.862354021862493
0.105	 0.0718799335685215 0.541305137792071 0.588914213358624 0.595634958105705 0.602138047330627 0.614655221036139 0.653313656108238 0.688361776906699 0.690986694476201 0.6934518847116 0.755318896528314 0.757694504846224 0.76457206770344 0.783231932668812 0.837994473979418 0.86410576578673
0.11	 0.0753141315306491 0.538809869371949 0.575376988690374 0.588942910288424 0.595891091677226 0.602438876678036 0.609554439813021 0.611514410080289 0.655634168544273 0.688641546143623 0.691878871670387 0.758521868545121 0.762935693505863 0.781641197717153 0.839753762956017 0.865875486875312
0.115	 0.53630426086426 0.588736227952612 0.596156204318426 0.602733407142766 0.60609484267003 0.608477051690121 0.657962197578433 0.689035866622141 0.691397671796171 0.761617437905406 0.761711275831771 0.780059221588273 0.841517051508587 0.867630619568006
0.12	 0.0820852835342371 0.533789025707992 0.575821492097971 0.589048448179577 0.59642813729012 0.602728959187653 0.603025467210565 0.60522944234214 0.660296038640042 0.694171782667489 0.759953753797645 0.764900097718368 0.778456837061605 0.843286156490228 0.869403858184582
0.125	 0.0854909191622912 0.531264791415323 0.576187933619424 0.589352611910006 0.596697615427921 0.602712529148319 0.603353393171688 0.662634296716825 0.689926241315017 0.693923387270192 0.758319621495608 0.768191388854795 0.770486368480405 0.776842770888465 0.845060140305132 0.871188256395043
0.13	 0.0888990797539965 0.528732094153217 0.576278261062077 0.587994084286741 0.596901851120893 0.603730461757827 0.664975703792425 0.690345499000809 0.692789082667084 0.756716368925349 0.771857229789981 0.775195759884395 0.846838327779698 0.872978395411628
0.135	 0.0922991049614188 0.526191369597782 0.576915503583363 0.589251219919602 0.597265856925141 0.604120387921313 0.667319070205812 0.689802353215197 0.691944920094623 0.755126254574475 0.773621338485746 0.774460206694561 0.775559037101717 0.848619184264123 0.874756804702719
0.14	 0.0956696206607868 0.523643043111173 0.577252782774092 0.590305322932641 0.597643932911328 0.604516465331656 0.669663010773032 0.691547194440353 0.753541678606564 0.772064158793109 0.777444884963424 0.782155401370135 0.850403523966991 0.876504833026296
0.145	 0.0990816369625326 0.521087443391861 0.577464844763063 0.587898815810468 0.598008479114229 0.604916873083509 0.672006377100265 0.692541128415206 0.75196253022865 0.770501989848424 0.780609231942054 0.784122604018192 0.852190100945643 0.878094012295659
0.15	 0.102483098012655 0.501006249376734 0.518524883474641 0.577790529321813 0.585039724444752 0.598393083781287 0.605328017515579 0.674347961551617 0.690704597389573 0.693816328571683 0.750388828760274 0.768928842767284 0.783669528007914 0.78598450006347 0.852433160503961 0.853981066594212 0.879426314025115 0.88232514954099
0.155	 0.105866292931875 0.515955639270733 0.578277760384571 0.582063873245239 0.598782903851383 0.605746959600002 0.676686197043008 0.692851724863503 0.695440395785776 0.748819014879175 0.767359929928284 0.786787879811561 0.790687096369784 0.853825777927297 0.855768156345364 0.879940199319833 0.882619723235512 0.891883276188524
0.16	 0.109257930052875 0.513379927229944 0.578358430208243 0.599183763038106 0.606173576266433 0.679019892205876 0.693171154863418 0.694649432105938 0.747254424269438 0.765797266828141 0.789821942307327 0.794032754270488 0.857547874005746 0.879647801950908 0.883644603723662 0.888998361667539
0.165	 0.112626311851684 0.510797970091906 0.574482421145656 0.578779041311291 0.599596404788915 0.606609174507386 0.681346945401863 0.695361727463195 0.745694152482299 0.764240224263365 0.792858812025837 0.797384801811359 0.859314949678603 0.87817295482623 0.88533341195702 0.887450335547581
0.17	 0.116024293348281 0.508209917080036 0.577177664710969 0.600018530067777 0.607053705294759 0.683665116713381 0.694520658373054 0.696489800597455 0.744138547125435 0.762688629901199 0.795861502359146 0.800946175171728 0.8610431450244 0.871749967463373 0.885051332418885 0.887672126965854
0.175	 0.11940186637419 0.505615983813281 0.564861601878248 0.57974403274463 0.600450519610997 0.607507318513897 0.685971427455712 0.695053641400765 0.696698940402585 0.742587356558367 0.761147544711348 0.798805022998785 0.804134769618269 0.86180299655618 0.862663814172966 0.869650503388548 0.888922070401139 0.999301614413093
0.18	 0.122779311036585 0.503016219778667 0.5622029606295 0.562223143412453 0.596921882055769 0.600893756460083 0.60796963681664 0.688261731778439 0.695637353237657 0.698052049182697 0.741040861901218 0.759611973564274 0.801785072572101 0.807848811257646 0.86399547960297 0.867994251225845 0.886864622044021 0.890803075986001 0.996891933795352
0.185	 0.126115674343759 0.50041079054172 0.558567200329175 0.560490575826744 0.591666348689822 0.601347135359346 0.608441357037115 0.690529470089812 0.696378343044776 0.698399040936471 0.699157370087774 0.739498595750196 0.758087784098689 0.804753743600902 0.810671546474128 0.864762432766329 0.868412444359835 0.88447423139974 0.8929131023067 0.994476340479078
0.19	 0.129517418060939 0.497799801956503 0.554976591185756 0.581859884298947 0.594015676075126 0.601811712694601 0.608922136542159 0.692763769870746 0.697185827492934 0.699940359933583 0.737962151309452 0.75657279811893 0.807726662457862 0.814365604256277 0.864249968558869 0.865874101239974 0.868337532436655 0.881810212351531 0.886726990233637 0.894610935819108 0.992106304693134
0.195	 0.132836859733107 0.495183386115669 0.553513056448722 0.602287049742693 0.609412387117992 0.694941842244244 0.697976542278946 0.700834916261136 0.736430103507691 0.75507264497568 0.810674508517504 0.817690290126017 0.862469619466445 0.866192757384101 0.870330923942016 0.880718458057896 0.896610816430203 0.989754120914942
0.2	 0.13623975842467 0.492561487950296 0.547649598931536 0.551940586300979 0.582756173437723 0.595394312178511 0.602772738565183 0.609911621458591 0.697001700684665 0.698239812408627 0.69898730206866 0.701628681754544 0.734904499649422 0.753590434949261 0.813593817138056 0.821331587835949 0.860688874682238 0.865755035560433 0.872205326124513 0.877894497749574 0.898493056665409 0.987408308894396
0.205	 0.139525163588538 0.489934313749488 0.546306458677366 0.584041659503875 0.590170364141217 0.603269087300195 0.610420297517973 0.698714585648601 0.699993961012652 0.701565253749309 0.702915538354134 0.733382606498751 0.752128539330677 0.816462999235562 0.823705361946709 0.8587393162002 0.864815934402776 0.87407347734822 0.900407719652619 0.985054320957756
0.21	 0.142481380579246 0.142936199053131 0.487301835220964 0.541486559895428 0.543060832992568 0.583566680736111 0.597309987359313 0.603776605630481 0.610938184999425 0.699829431553374 0.701508150847809 0.702170926476394 0.70370486936086 0.731867006932017 0.750681826288279 0.819397015210139 0.857003002026775 0.863457470141742 0.873878312620321 0.875828272287172 0.902370082480705 0.982703082194477
0.215	 0.14617561979761 0.484664153037779 0.542705899513221 0.584678417180156 0.597281903658901 0.604294734917974 0.61146531814591 0.700655140181632 0.703147269170572 0.704795413204361 0.709530729834604 0.730353758883 0.74926838102599 0.822251517041499 0.855400922944037 0.861861986476378 0.871427680269593 0.877616033695294 0.904260302933421 0.98034631009581
0.22	 0.149475442250344 0.482021249377468 0.584678412702436 0.599876939633368 0.604823540268469 0.612001680000842 0.701413784556086 0.70410775330788 0.706660097205883 0.710322605420744 0.728845415587961 0.747886579892095 0.825100546228359 0.838380743387454 0.853570348447092 0.860299715419192 0.879458315805992 0.906176602779612 0.977994564433284
