0.00000 0.618149 1495429
0.00500 0.618283 174791
0.01000 0.618682 52913
0.08500 0.600934 57482
0.09000 0.601236 73254
0.09500 0.601536 87069
0.10000 0.601837 93842
0.10500 0.602138 89518
0.11000 0.602439 76415
0.11500 0.602733 62015
0.23500 0.474062 61753
0.24000 0.471398 80084
0.24500 0.468730 108263
0.25000 0.466056 149724
0.25500 0.463378 223902
0.26000 0.460694 348843
0.26500 0.458005 520053
0.27000 0.455311 698485
0.27500 0.452612 639671
0.28000 0.449908 430219
0.28500 0.447198 262240
0.29000 0.444484 165857
0.29500 0.441764 117787
0.30000 0.439039 82138
0.30500 0.436309 62219
