0	 0.00448981816063798 -5.35151529639342e-5 -2.62712559776336e-4 -1.77060507557903e-4 -2.06679355009818e-7 -9.86858750931955e-4 -0.00471262856089121 -5.95389026789385e-4 -0.00130304964437571 -0.00265838125478317 -0.00204346158396542
0.005	 -3.40618639420817e-4 -4.6100227352181e-5 -0.00119595057711241 -2.4229828760501e-4 -1.61375472772914e-4 -1.76862989043616e-6 -3.68013733424111e-4 0.00173961024130986 -6.06095754663551e-4 -0.00187183362163437 -0.0018288835950663
0.01	 1.01433453272872e-5 -1.2732265796084e-4 -4.20951461713261e-5 -0.00117522543536941 -1.95849625103541e-4 -1.49435355837139e-4 -5.84624352001778e-6 -1.29743677226603e-4 -4.95619805929017e-4 0.00114527374688576 -6.35259982909387e-4 -0.00366716281685643 -0.00189908365613591 -0.00173789252914301 -0.00524430424477402
0.015	 -6.91628781107275e-5 -2.70631897230853e-4 -4.56075634119364e-5 -0.00121289666134256 -6.13512843340935e-4 -1.997107086317e-4 -1.29038565408574e-4 -1.21617937291209e-5 -0.00439994812063655 0.00194149642846476 -6.75578042223541e-4 -0.00596510963128356 -0.00198877650941921 -0.00165916062595207 -0.00480178954369479
0.02	 -1.51194030400275e-4 -5.23204236425575e-5 -0.00113655979217131 -9.74662017686516e-4 -2.30127344414353e-4 -1.0954076887839e-4 -2.002106789618e-5 -2.72413125098902e-5 -0.00185174700801847 -4.36192680802147e-4 -0.00126537598292534 2.61865624064183e-4 -7.260400194793e-4 -0.0021429761963094 -0.00157982784731965 -0.00490456113761003
0.025	 -4.75845757369085e-4 -1.62055939972699e-4 -5.88202372669103e-5 -9.25307373887711e-4 -2.45590998104497e-4 -9.23177010937002e-5 -2.90837925221171e-5 -1.70854877648512e-4 -7.74188394513418e-4 -0.00211802229242017 -0.00384583778683049 -0.00154316395033715 -0.00507175452826195
0.03	 -6.39298536110315e-5 -0.00124087385505638 -1.95244202265298e-4 -7.62461773173591e-5 -3.82939038733869e-5 8.95359040322735e-4 -6.66775036728435e-4 -8.18241836178938e-4 -0.00214619310215744 -0.00149421467460989 -0.00496409662722627
0.035	 -6.76079085353422e-5 -0.00129738634351258 -1.91083210482755e-4 -6.28494853009677e-5 -4.75029601497878e-5 -0.00194550855230629 -0.00226306697232836 -8.57410136726612e-4 -0.00221809058414285 -0.00145377547930273 -0.00485892955510123
0.04	 -0.00234885612153071 -7.02919623254664e-5 -0.00139732479508912 -1.89690735360574e-4 -5.12386055112232e-5 -5.62398393245896e-5 -0.00106616060613728 0.00403797532774309 -8.9042244871326e-4 -0.00229849101728356 -0.00141944354029273 -0.0047502350064253
0.045	 -7.15337407898971e-5 -0.00126494133856194 -1.8938463394434e-4 -4.12774280003579e-5 -0.00230026132126115 -6.42007639797515e-5 -0.00344098122970137 -2.21213689100445e-4 -3.3416373855582e-4 -8.90579258706878e-4 -0.00110462689054427 -9.19265154405003e-4 -0.00238121654538452 -0.00138953980298158 -0.00477668831353808
0.05	 1.30738662120065e-4 -7.21391691554739e-5 -0.00135007647339241 -1.88488780867138e-4 -3.2998771502109e-5 -7.15600262993778e-5 -4.83047195171563e-4 -6.77032667418995e-4 -9.43714733483953e-4 -0.00245414425148674 -0.00136284710213907 -0.00470153978453592
0.055	 5.76201047480471e-4 -7.21454928661012e-5 -2.11878344663347e-4 -0.00141037468439108 -1.87769532100627e-4 -2.60954817200917e-5 -7.81862062472595e-5 -0.00172122007572556 -0.00153978454076923 -6.38470923083664e-4 -9.64849958419559e-4 -0.00252112562596947 -0.00133902185736581 -0.00463012172025519
0.06	 -7.16273468941636e-5 -1.83662256077972e-4 -0.00138845359187582 -1.87161895470821e-4 -2.03960704559705e-5 -8.42116049129676e-5 -0.00241454477827036 -7.3774068588172e-5 -6.43313700418211e-4 -9.83496523101038e-4 -0.002582768066845 -0.00131720485015021 -0.00455794783698716
0.065	 -7.0695978234122e-5 -1.49940945499554e-4 -0.00135666371326534 -1.86519312789846e-4 -1.5753334304783e-5 -8.97263060685087e-5 -0.00196883265540568 4.72265222406939e-4 -0.00480354781790667 -5.89532021244059e-4 -9.99470974854948e-4 -0.00264222492586392 -0.00129774889027923 -0.0045236154378021
0.07	 8.05242074652679e-4 -6.94673897309292e-5 -9.82419293186851e-5 -0.0012669997335238 -1.85443420077369e-4 -1.20613735972052e-5 -2.88837857915105e-4 -1.41646557580919e-4 -0.00282734952153505 -6.1347925821113e-4 -4.38620125618743e-4 -0.00101312506180369 -0.00269454018723971 -0.001280145198647 -0.0044778443422008
0.075	 -6.79551116125921e-5 -0.00141976889998991 -1.84716671670837e-4 -9.11979799407456e-6 -3.96339988909066e-4 -0.00177956079563382 -1.86092022974332e-4 -0.00140009781429941 -2.76554392735928e-4 -0.00258552858958542 -0.00102543221561642 -0.00274261704456745 -0.00126303175759956 -0.00442557389647912
0.08	 2.30479096528067e-4 0.0010343554006095 -6.62302913627825e-5 -1.60994514472441e-4 -0.00135819847442485 -1.83724932018022e-4 -6.8667726560337e-6 0.00169259422511406 -0.00274900005908819 -2.07656402456312e-4 -0.0028739163475546 -3.58842058903256e-4 -0.00133261313875008 -0.00103552189856054 -0.00278761261903713 -0.00124733789084547 -0.00439705673038959
0.085	 -6.43493329455654e-5 -0.00141000159548539 -1.82550124725368e-4 -5.22714288901288e-6 -0.00123785059472821 -2.12297204780212e-4 -0.00315531367297953 -3.97094977727035e-4 -0.00104441060149842 -0.00282739652837872 -0.00123155732107168 -0.00434219414189069
0.09	 1.40420043797353e-4 -6.23028618862156e-5 -1.03286292275774e-4 -0.00121324878288138 -1.8140521018024e-4 -4.10379622924066e-6 -2.56837384949116e-4 -0.00467434333638013 -2.14400840290855e-4 -0.00107248971194028 -3.97813879490934e-4 -0.00105196477243786 -0.00286535614307828 -0.00121637223098792 -0.00430008204227159
0.095	 1.91808102558684e-4 -6.01586109187551e-5 -7.18673969891957e-5 -0.00111190698623241 -1.79879575202461e-4 -3.45437813987716e-6 -2.46385698295264e-4 -0.00547555282436657 -2.12699224224939e-4 -4.19337565890455e-4 -0.00344932136112979 -4.12403416864492e-4 -0.00105685900214465 -0.00289978777090433 -0.00120160151892159 -0.00426013288521792
0.1	 1.68772785804034e-4 -5.79409671600287e-5 -9.26361820928e-4 -1.77954574163232e-4 -3.20664431731354e-6 -0.00107728704293863 -2.09764856250574e-4 0.00159355907325079 -4.20161148608402e-4 -0.00105945642677464 -0.00292946978732591 -0.00118726035840148 -0.00422608126900303
0.105	 1.09415592147821e-4 -5.5623057864873e-5 -8.73376407102102e-4 -1.75900029660935e-4 -3.36323026270385e-6 -0.00352664459197173 -2.05294326418849e-4 -3.61561466957112e-4 -0.00208180945808616 -0.00641854669640587 -4.60015371270494e-4 -0.00122348271055394 -0.00105452113178409 -0.00295927564754732 -0.0011720397402489 -0.00417622001339971
0.11	 1.02517562959534e-4 -5.32633167552856e-5 5.44766681077315e-5 -8.00091974980333e-4 -1.73258292768661e-4 -3.94186529881709e-6 -3.267052221739e-4 -0.0030693792615107 -2.00123462839152e-4 -2.39237681187564e-4 -0.00576632463309941 -3.59665427641988e-4 -0.00106181083593099 -0.0029896318656529 -0.00115647807946721 -0.00412849697435322
0.115	 -5.08667949561217e-5 -8.78458571318579e-4 -1.69711218270185e-4 -4.85961010575049e-6 -2.01516430651604e-4 -0.00238481421050988 -1.94435247153787e-4 -2.76500486432686e-4 -0.0049967363558025 -2.11921784946898e-4 -0.00141820403158801 -0.00300920534520814 -0.00114076504504396 -0.00405914227155585
0.12	 2.04016951586604e-4 -4.84458012808598e-5 6.84615682585223e-5 -0.00108027302831132 -1.6434158514102e-4 -1.63578934902385e-4 -1.0190047593887e-4 -0.00199154317050753 -1.88338987137558e-4 -0.00184642457951062 -0.00111230120480558 -6.10940543238338e-4 -0.00302265768661523 -0.00112436800244536 -0.00399663493735521
