flux1:, 0.0, 146.695701185668
flux1:, 0.012, 84.1136796133588
flux1:, 0.024, 50.5876692218265
flux1:, 0.036, 43.6137197753426
flux1:, 0.048, 38.561598596689
flux1:, 0.06, 34.9326040590897
flux1:, 0.072, 33.1879210846023
flux1:, 0.084, 31.2140270565741
flux1:, 0.096, 30.1929382127727
flux1:, 0.108, 29.1904494322131
flux1:, 0.12, 28.4205821899987
flux1:, 0.132, 27.9172438927075
flux1:, 0.144, 27.3714452232036
flux1:, 0.156, 27.0679131359937
flux1:, 0.168, 26.7513963587254
flux1:, 0.18, 26.5251518406142
flux1:, 0.192, 26.3811271732339
flux1:, 0.204, 26.2250948094849
flux1:, 0.216, 26.1712077454634
flux1:, 0.228, 26.1054389436326
flux1:, 0.24, 26.0898986984991
flux1:, 0.252, 26.1081378403375
flux1:, 0.264, 26.1246713075221
flux1:, 0.276, 26.1955589231605
flux1:, 0.288, 26.2578636348086
flux1:, 0.3, 26.3536291466684
flux1:, 0.312, 26.4651530309481
flux1:, 0.324, 26.5795134895563
flux1:, 0.336, 26.7265218437606
flux1:, 0.348, 26.8676890759431
flux1:, 0.36, 27.0331887883975
flux1:, 0.372, 27.2061668687534
flux1:, 0.384, 27.3839349491154
flux1:, 0.396, 27.5823571710651
flux1:, 0.408, 27.7767470645624
flux1:, 0.42, 27.9892513590226
flux1:, 0.432, 28.2046408540859
flux1:, 0.444, 28.4251315635583
flux1:, 0.456, 28.6584610595969
flux1:, 0.468, 28.8885336091201
flux1:, 0.48, 29.1316285270965
flux1:, 0.492, 29.3744424190564
flux1:, 0.504, 29.6213359662816
flux1:, 0.516, 29.8752407023542
flux1:, 0.528, 30.1255458361524
flux1:, 0.54, 30.3842245669378
flux1:, 0.552, 30.6398099962217
flux1:, 0.564, 30.8973840416305
flux1:, 0.576, 31.1571754657367
flux1:, 0.588, 31.4118366099521
flux1:, 0.6, 31.6706830783485
flux1:, 0.612, 31.9232491944579
flux1:, 0.624, 32.1753545549964
flux1:, 0.636, 32.4251599979969
flux1:, 0.648, 32.6676837285255
flux1:, 0.66, 32.9107052263793
flux1:, 0.672, 33.1437158875487
flux1:, 0.684, 33.3745848468254
flux1:, 0.696, 33.5980618383379
flux1:, 0.708, 33.8134099459728
flux1:, 0.72, 34.0249598093968
flux1:, 0.732, 34.2244259934869
flux1:, 0.744, 34.4201153825826
flux1:, 0.756, 34.604497276116
flux1:, 0.768000000000001, 34.7815691262922
flux1:, 0.78, 34.9505630084413
flux1:, 0.792000000000001, 35.1090597221162
flux1:, 0.804, 35.2611339558901
flux1:, 0.816000000000001, 35.4031201049155
flux1:, 0.828, 35.5374359536614
flux1:, 0.840000000000001, 35.6650288791548
flux1:, 0.852, 35.7831869926589
flux1:, 0.864000000000001, 35.8977840314194
flux1:, 0.876000000000001, 36.003783885832
flux1:, 0.888000000000001, 36.1071018384588
flux1:, 0.900000000000001, 36.2057072694989
flux1:, 0.912000000000001, 36.3012974621141
flux1:, 0.924000000000001, 36.3967764999754
flux1:, 0.936000000000001, 36.4903412474436
flux1:, 0.948000000000001, 36.5866024856009
flux1:, 0.960000000000001, 36.6846926578117
flux1:, 0.972000000000001, 36.7862480426488
